Country Name,Country Code,Series Name,Series Code,1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Cambodia,KHM,Land under cereal production (hectares),AG.LND.CREL.HA,1455200,873600,615000,955000,1055000,1062000,1065000,849000,1541000,1402000,1676000,1661000,1021000,1496000,1563000,1410000,1875000,1910000,1900000,1769000,1733400,1866538,1531600,1969035,1925988,1962827,2002423,2139181,1960563,2047508,2066239,2325989,2186354,2484980,2621712,2708000,2776469,2895890,2990507,3142786,3222987,3170737,2979543,2881800,3023452,3244025,3435341,3433210,3489253,3419329
Cameroon,CMR,Cereal production (metric tons),AG.PRD.CREL.MT,777845,769867,860079,1102526,834899,846930,887449,872186,891774,834621,961200,889155,657375,815330,1094453,714801,899635,857532,816296,994961.9,1019074.53,986587.16,960797.51,1179857.54,1296414,1267561.59,1411778.52,1185283.69,1275031.18,1356269.08,1498928.47,1587074.45,1684566.14,1873820.65,2096108.11,2368429.65,2474095.43,2820273.57,3011835,2988076,3229408,3197150,3357882.36,3645512.68,3820815.4,3622931.19,3733523.35,3742092.97,3744821.48,3794655.7
Cameroon,CMR,Land under cereal production (hectares),AG.LND.CREL.HA,948409,998927,975229,1042516,964175,981715,1060681,1066582,1031730,964842,1079632,992687,610628,706454,792237,582102,771621,766751,648236,843712,950440,1028449,991838,1006622,964611,905236,998998,626054,723025,793644,890764,979727,1077637,1122283,1232779,1412908,1474005,1636978,1826815,1747441,2029134,1907139,2059576,2256907,2311007,2202999,2263522,2247882,2248012,2273123
Canada,CAN,Cereal production (metric tons),AG.PRD.CREL.MT,35466355,36600202,30864826,37107574,44710278,42239008,41895782,35955000,41364700,50862200,53333208,47447208,42793504,48239300,56964700,51635200,35494200,48089308,56806235,53852300,49642650,51483100,46618500,49344200,58494100,49606900,50984500,54112600,51090400,43391400,36046900,49197200,50778200,50962400,48577300,48005300,56030400,49691900,46122200,48337200,51846500,66535401,51683501,53563000,58905767.63,56770935,58726900,61473900,65267800,46738983
Canada,CAN,Land under cereal production (hectares),AG.LND.CREL.HA,17843070,18757283,17874547,18081682,19646229,18641159,18477650,17688300,19318900,21676900,21480700,21521900,21101600,21709000,22161800,21544800,20231700,21922393,21547874,20868753,20177800,19449800,17968300,18276700,20565900,19193300,18322900,17524800,18209500,17733700,15174800,17833000,16161700,15846800,15946100,16145100,16519700,15060300,13173800,13606800,15000396,15992384,14171684,14582900,13895831,13830500,15001800,15327200,15937000,15183500
Cayman Islands,CYM,Cereal production (metric tons),AG.PRD.CREL.MT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cayman Islands,CYM,Land under cereal production (hectares),AG.LND.CREL.HA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Central African Republic,CAF,Cereal production (metric tons),AG.PRD.CREL.MT,99900,103650,101362,94672,96000,93000,92918,93145,99862,116073,120200,102676,102100,110772,177889,126314,143158,123580,89142,91504,93947,93637,100706,112818,126400,138400,147500,161000,165600,182600,193300,201800,209900,230994.25,227000,236570,235527,250667,249000,258000,259100,183292.05,133138.87,131505.49,142936,142000,142000,157397,163293,142808.96
Central African Republic,CAF,Land under cereal production (hectares),AG.LND.CREL.HA,143500,151810,201692,177461,182500,178000,156056,187340,191665,203789,214920,152200,132240,102860,149573,131796,128708,114578,110070,102426,93395,94609,114904,129788,143200,146000,149111,159907,166718,176834,184400,199911,208306,226872,229368,248704,248770,264307,172033,170184,154737,161644,148594,148750,162471,159824,160905,183175,190100,178596
Chad,TCD,Cereal production (metric tons),AG.PRD.CREL.MT,485010,468000,593830,590950,590000,619500,640700,549700,572800,401400,392900,449729,354966,704919,634644,548556,808086,616841,601390,812000,976310,617078,1174869,907316,877738,985833,1291715,1249798,930038,1321294,1212390,1618139,1212903,1824463,1998148,1972035,1927679,1581067,3247583,1657180,3172411,2622545,2748668,2452528,2873660,2716901,3021972.6,2925292,2882262.08,2620314.17
Chad,TCD,Land under cereal production (hectares),AG.LND.CREL.HA,1005090,912800,919800,1020981,1155128,1183800,1243000,1118000,1048000,556000,581344,860635,704640,1129349,1086801,989599,1100319,1123227,1075428,1312746,1337553,1231725,1573818,1559514,1459652,1693957,1885248,1857717,1750631,2081892,1807131,1956034,1807113,2433082,2605749,2467216,2486704,2642645,4257228,2622188,3393562,3187331,3212184,3058448,3401981,3292418,3384176,3300719,3324147,3217982
Channel Islands,CHI,Cereal production (metric tons),AG.PRD.CREL.MT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Channel Islands,CHI,Land under cereal production (hectares),AG.LND.CREL.HA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Chile,CHL,Cereal production (metric tons),AG.PRD.CREL.MT,1827016,1320638,1653790,1671151,1406210,1977820,1483220,1936840,1754570,1535090,1447650,1437080,2115610,2359916,2674806,2819062,2799539,3147704,2980600,2863844,2900504,2643035,2618939,2765799,2577562,3077333,3098078,2167950,2589760,3115635,3380192,3692845,3999404,3989070,3565734,2855245,3302330,3125486,3588461.6,3950348,3464791,4004023,3478752,3788921.4,3872402.5,3471759.7,3661684.5,3296214.6,2761553.53,3035972.47
Chile,CHL,Land under cereal production (hectares),AG.LND.CREL.HA,982070,784560,879200,969970,969130,928550,855960,883810,852020,723930,656950,635460,782360,800220,797180,874770,792720,804080,823447,706970,694330,622470,583380,618407,604456,682719,613235,533827,593690,631247,652128,685127,706925,686445,594456,497056,565044,572191,526524,570215,556184,579184,567641,534984,564637,512101,512533,460545,442145,467709
China,CHN,Cereal production (metric tons),AG.PRD.CREL.MT,206516977,221853449,234636870,244525529,250213735,243286035,273038118,292727509,280287437,286450038,315364050,345626506,365937335,339877377,352084647,359240676,351824290,367636080,404719096,398896071,404275226,407930462,396460120,418664201,453439300.41,445931409.07,458394739.05,455192431.04,407336509.03,398396811.03,398688240.03,376655003.03,413163790.03,429370265.03,452800281.94,457809418.03,480125970.04,483277147.05,497920509.31,521171807.89,541163568,554422546.66,559325232.56,619923474.78,616456117.48,616017835.47,612121709.97,615403477.01,618599089.74,633846950.03
China,CHN,Land under cereal production (hectares),AG.LND.CREL.HA,97317337,96958052,97681833,98094421,98627104,97255616,97445665,96233158,95054328,92653171,91007542,92800537,92388368,88792335,90393456,90299944,89372990,91447328,93583276,94139407,92600460,89308072,87905447,89769669,92642914,92580315,92530270,92012030,85639553,82960664,81807788,77249122,79610936,82166802,85184739,86057434,86521672,88676859,90102668,91283496,92870198,94064410,94910491,103566966,102442440,100799386,99932242,98214190,97968844,100278968
Colombia,COL,Cereal production (metric tons),AG.PRD.CREL.MT,2227384,2349871,2854540,2841330,2909420,2672126,3415824,3381881,3224948,3409936,3617861,3379234,3257772,3144300,3067149,3598000,3553800,4007400,4314100,3947900,3673663,3521972,3630507,3435137,3177322,3207093,2892815,3407331,3619055,3548898,3621268,4284960,4438852,4098565,3685423,4013252,4323748,4178754,3535917,3798448.71,4270490.44,3816635.85,4051806.18,3998890.74,4396731.27,4647649.61,4349017.58,4434630.15,4930195.07,4942606.4
Colombia,COL,Land under cereal production (hectares),AG.LND.CREL.HA,1106940,1115860,1194450,1194250,1277850,1187825,1429165,1373100,1335650,1375115,1482110,1344190,1262760,1180900,1229269,1320800,1413400,1611400,1742800,1610900,1440654,1405706,1448674,1299245,1183840,1103336,945227,1081111,1119006,1130832,1084064,1183108,1238344,1124974,1097255,1115039,1179990,1157133,1036817,1133358,1153408,1167598,985113,929599,1010007,987188,932012,914841,972581,957848
Comoros,COM,Cereal production (metric tons),AG.PRD.CREL.MT,12600,13700,14800,16000,16200,17600,18000,18000,18200,18300,18200,18000,16650,16550,16990,16450,16500,18550,18655,19570,20090,20610,20665.57,20911.77,21077.93,21246.41,21455.57,21076.16,18981.28,20796.14,21139.22,21636.65,22122.15,22250.11,24262.45,21544.15,24741.34,26229.56,29214.06,31892.99,32363.35,35154.28,36197.27,36500.87,37299.51,37916.87,37239.08,37485.16,37547.04,37423.76
Comoros,COM,Land under cereal production (hectares),AG.LND.CREL.HA,12500,12700,13100,13300,14000,14600,15500,17000,17200,17300,17200,16000,15000,15200,15200,14236,14257,14477,14724,15027,15548,15965,15984,16151,16276,16434,16775,16198,14354,15855,16139,16506,16874,16984,19000,16144,19249,19868,21500,23600,24600,25500,26596,27005,26367,27216,26863,26815,26965,26881
"Congo, Dem. Rep.",COD,Cereal production (metric tons),AG.PRD.CREL.MT,701555,712224,735654,759021,773400,779900,770800,868800,889000,940900,981290,1010485,1057866,1141300,1192860,1256060,1332440,1414920,1490658,1458967.22,1502518.78,1607622,1659940,1479045.06,1556773.16,1531845.47,1621402.78,1592753,1572045,1546061,1520470,1521340,1522295,1523240,1524145,1525030,1525860,1526862,2591311,2656556.47,2644174.79,2858786.59,3097523.77,3120941.02,3267140.49,3459463.81,3533622,3576523.19,3720552.81,3882111.78
"Congo, Dem. Rep.",COD,Land under cereal production (hectares),AG.LND.CREL.HA,939813,961069,988829,1015151,1037000,1055000,1057500,1087400,1113100,1144000,1176800,1212300,1244200,1427330,1510170,1528440,1670030,1764270,1863672,1818200,1920940,2033426,2092101,1931426,1993683,1910655,1999289,2023140,1998412,1965544,1969559,1971819,1972721,1973988,1975199,1976380,1977476,1978828,3301607,3445330,3426939,3702549,4028084,4058927,4192618,4356643,4327578,4267866,4228363,4427353
"Congo, Rep.",COG,Cereal production (metric tons),AG.PRD.CREL.MT,11701,12229,18431,20650,20860,21011,13500,20000,11713,13400,8472,12387,14371,16048,22121,19942,20805,21691,6014,6225,6442,8663,8909.85,11143.25,11680.64,11934.03,12838.4,9537.76,9767.33,18024.71,19205.62,22188.46,22002.71,22090.42,21700,21323.02,22950,23900,24795.16,25268.64,26547.44,28119.85,26730.11,27620.12,28896.54,29874.2,30887.05,31518.18,30679.01,30644.69
"Congo, Rep.",COG,Land under cereal production (hectares),AG.LND.CREL.HA,13084,18000,26099,31883,32180,31900,29500,29000,13855,13700,13100,16600,21200,20900,25885,25890,25946,25979,9633,9800,10078,13400,13616,15149,15652,15990,16987,12951,12956,23257,24878,28420,28339,28666,27900,27906,29750,30200,31585,31811,32784,33843,32099,33139,34173,34720,35245,35990,34718,34684
Costa Rica,CRI,Cereal production (metric tons),AG.PRD.CREL.MT,177355,186046,201358,283183,272238,294310,312673,326109,347564,336112,255755,372438,362820,380804,342176,299427,314997,245664,286772,265288,241909,208883,239960,209994,266319,281857,263065,292453,284922,229454,201368,198281,209860,196477,207263,199213.88,234240.31,283516.4,286537,297476,231741,238539,234587,203816,213880,159571,197700.9,170321.2,160752,157264
Costa Rica,CRI,Land under cereal production (hectares),AG.LND.CREL.HA,94800,133961,127847,149387,158912,143006,136437,142185,118847,147655,146757,155087,156147,163884,151845,132725,125081,93701,92604,80415,76335,61089,62892,55589,76455,74354,69798,79540,78573,64642,54669,62522,68596,61608,55138,56303,61411,74792,89566,87009,63990,72653,52159,53193,53124,42769,46959,42030,39885,36488
Cote d'Ivoire,CIV,Cereal production (metric tons),AG.PRD.CREL.MT,585900,613400,693900,837525,780125,809385,846450,889850,859900,846680,934475,818885,1096250,1082424,1043119,1079837,1150577,1194341,1241131,1224938,1245791,1267664,1290241,1321407,1354230,1221428,1243200,1264364,1285904,1307824,1330096,1334280,1378128,1424903,1441779,1224570,1408447,1428840,1961771,1607414,2332512,2712481,2855919,3308600,3159200,3290400,3214062,3139196,2817182,2955486.12
Cote d'Ivoire,CIV,Land under cereal production (hectares),AG.LND.CREL.HA,711200,729700,784000,1020700,1041150,1073820,1123650,1166800,927200,943100,984700,1043500,1129200,1097000,1225000,1274000,1300000,1353000,1115596,1163560,1185538,1026144,1140765,1157449,974938,949280,829586,768277,764363,760406,759651,730329,743359,775972,788783,780280,811788,834856,864043,853734,1121491,1246187,1294102,1503735,1423194,1464090,1403892,1380171,1262364,1288329
Croatia,HRV,Cereal production (metric tons),AG.PRD.CREL.MT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2359523.84,2737666.09,2600256.33,2764526.58,2766036.82,3182961.07,3214302.66,2887906.73,2310524.99,2826686.21,3077663.8,2015938.11,3067103.53,3039957.2,3035940,2536186,3726750,3442567,3014507.09,2835283.88,2694563.67,3195466.11,3001476.94,2802791,3573872,2659648,3243520,3513320,3746320,3645150
Croatia,HRV,Land under cereal production (hectares),AG.LND.CREL.HA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,594024,643293,628545,633234,613609,635593,688437,627230,561516,583987,578927,559821,567051,543551,560116,556418,561332,563446,552508,543158,589156,586869,497948,492151,536172,466211,459710,490870,535770,519780
Cuba,CUB,Cereal production (metric tons),AG.PRD.CREL.MT,408966,423632,532548,541346,546178,551874,553558,521200,573934,556987,615852,613744,650860,620420,666617,562139,584957,617481,539689,483643.5,442005.5,254233.71,487047.85,500900,717530.9,817272.34,618526.25,796890,826200,900115,1001179,1075955,889369,732197,744119,809469,762180,868697,779086,920658,1003983,1104303,1017580,791665.9,930967.8,786203,812373.93,703710.65,525731.5,467605.51
Cuba,CUB,Land under cereal production (hectares),AG.LND.CREL.HA,297657,331460,295086,261503,240040,228760,228733,224478,225354,222400,228700,227100,238600,237200,248600,231295,229477,245421,230425,222271,252411,191958,272237,254958,357452,373420,329930,289690,326773,312470,320561,337417,304417,285839,267397,277892,285011,419902,402165,351512,358162,380298,361651,267044,316736,275444,282416,248584,204386,194520
Curacao,CUW,Cereal production (metric tons),AG.PRD.CREL.MT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Curacao,CUW,Land under cereal production (hectares),AG.LND.CREL.HA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cyprus,CYP,Cereal production (metric tons),AG.PRD.CREL.MT,163576,17216,209296,84176,91338,81229,89022,77826,95220,87158,91684,71310,92650,112200,67800,126000,158110,148080,108500,65180,181645,204840,162150,145170,141190,47780,65820,127100,47950,127380,141750,164690,111410,70185,66833,63533,6341,56820,65732,70195,90747,51923,7362,88127,10161,35836,25290,61280,75720,52640
Cyprus,CYP,Land under cereal production (hectares),AG.LND.CREL.HA,153111,160536,162141,57058,62435,61773,50088,46743,49097,49151,51560,51345,52710,53486,52108,54047,58998,59701,57530,48790,65110,69100,63500,60870,58940,43020,59090,58940,51480,55970,59200,72745,66397,58218,54795,39806,35973,31155,32892,35916,37822,30760,25303,32846,23289,19879,24020,23070,31970,26450
Czechia,CZE,Cereal production (metric tons),AG.PRD.CREL.MT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6485852,6798603.54,6619711,6661644,6999308.76,6681420,6940576.22,6467637,7353491,6784829,5780887,8803796.42,7677321.21,6402586.1,7157365.5,8374003.46,7836374.51,6882070.3,8289281.9,6600024.27,7516943.8,8783608.2,8187773.98,8600552.1,7460864.15,6970920,7646150,8126660,8227120
Czechia,CZE,Land under cereal production (hectares),AG.LND.CREL.HA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1613589,1661548,1583945,1588882,1693643,1683785,1596798,1655815,1631003,1569116,1466926,1617273,1619151,1539462,1582788,1561492,1544454,1465570,1482187,1457126,1415798,1412209,1392345,1361498,1357136,1338780,1352540,1344870,1345840
Denmark,DNK,Cereal production (metric tons),AG.PRD.CREL.MT,7067157,6633316,7261462,6251996,5902423,7377833,7491995,7689706,7070004,7276842,7992679,6379865,9300369,7956243,7969109,7183951,8067500,8795389,9606978,9231245,6954231,8198500,7800025,9149900,9218042,9529361,9334138,8774275,9412662,9423086,8803709,9050937,8963200,9283000,8632300,8220200,9105500,10163800,8863200,8809200,9485400,9119687,9796378,10047500,9154326,10027261,6923900,9517830,9467690,8640070
Denmark,DNK,Land under cereal production (hectares),AG.LND.CREL.HA,1776923,1761836,1732993,1719594,1787311,1821271,1845072,1850217,1816317,1787302,1767772,1697885,1674107,1600599,1578349,1498961,1586765,1561598,1570303,1561552,1611927,1444000,1410350,1454400,1523000,1535200,1530166,1496784,1514258,1538062,1527934,1484586,1490600,1508600,1493900,1448300,1513200,1499300,1508400,1496500,1503300,1443760,1450871,1459400,1471275,1449769,1416280,1373650,1366920,1359580
Djibouti,DJI,Cereal production (metric tons),AG.PRD.CREL.MT,..,..,..,..,..,..,..,..,..,5,5,5,7,7,10,9,10,4,10,9.86,9.88,9.91,9.94,10,10.1,10.23,10.36,10.62,11,12,10,10,9.95,9,10,10.96,12.12,13.12,14.06,14.97,16,16,16.46,17.92,16.79,16.75,17.15,16.9,16.93,16.99
Djibouti,DJI,Land under cereal production (hectares),AG.LND.CREL.HA,..,..,..,..,..,..,..,..,..,2,2,2,3,4,6,6,7,3,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,7,7,8,8,8,8,8,9,8,8,9,8,8,8
Dominica,DMA,Cereal production (metric tons),AG.PRD.CREL.MT,170,180,180,190,200,200,200,220,230,235,240,250,230,200,180,180,160,160,150,159.4,161.78,160,174.37,170,172.59,173.76,168.15,174.24,175.21,173.8,176.14,180,182.02,190,200,210,190.21,184.23,170,140,200,200,193.88,188.94,188.27,189.57,192.17,192.15,192.79,193.43
Dominica,DMA,Land under cereal production (hectares),AG.LND.CREL.HA,135,140,140,150,150,150,150,155,160,165,170,180,170,150,150,130,120,120,110,119,121,120,130,126,128,129,124,128,129,128,129,135,132,140,142,145,132,128,120,100,120,120,119,118,118,118,118,116,116,115
Dominican Republic,DOM,Cereal production (metric tons),AG.PRD.CREL.MT,280000,289500,325141,281733,396849,392529,429390,437646,453005,459903,492708,581446,643532,607731,549343,599490,517751,577387,488250,525975.39,629154.5,498279,416849.32,553093.7,527213.11,564168,519711.94,604649,610146,770803,766129,656277.02,619972.7,682011.03,745339,779887,806624,815971,886456.16,912362,707550.49,772950.27,936568.81,941949.7,899524.73,950213,1010915.79,970003.28,986240.82,1061440.99
Dominican Republic,DOM,Land under cereal production (hectares),AG.LND.CREL.HA,96800,95700,101332,118506,152460,152851,154449,149753,150747,146215,131252,146607,185795,168012,146304,161772,147962,154952,122179,132168,103306,124098,114623,143425,137453,142802,142964,151804,146693,179058,176390,164037,162095,179069,174845,178540,180503,206348,199832,198098,188794,191727,188610,184342,190252,200873,219424,208491,211928,221838
Ecuador,ECU,Cereal production (metric tons),AG.PRD.CREL.MT,577431,608163,635847,766950,764023,630948,454830,591087,680006,786405,786325,561093,818752,832235,1127492,1296961,1443901,1439532,1382675,1131385,1624244,1893990,2057769.56,1901110,2061846.4,2148137,1485076,1846698,1885187,1644375.35,2057297.52,2055012.78,2607223,2303958,2278620,2726972,2286313.5,2437916.97,2732020.21,2487874.56,2929621.01,2736701.9,3086963.67,3565066.08,2676162.64,2537742.56,2710104.01,2616994.6,2689566.27,3245195.38
